Title,Ingredients,Cuisine,Calories,Instructions
Broccoli Fried Rice,"2 teaspoons canola oil, divided, 4 ounces stir-fry beef or boneless, skinless chicken breast, cut into bite-size pieces, 1 cup chopped broccoli florets, 3 tablespoons water, 1 clove garlic, minced, ½ teaspoon minced fresh ginger, ¾ cup cooked brown rice, 1 tablespoon reduced-sodium soy sauce, 1 tablespoon seasoned rice vinegar, 1 large egg, ⅛ teaspoon 1/8-1/4 teaspoon crushed red pepper",chinese,499.37,"Start by gathering the following ingredients: 2 teaspoons canola oil, divided, 4 ounces stir-fry beef or boneless, skinless chicken breast, cut into bite-size pieces, 1 cup chopped broccoli florets, 3 tablespoons water, 1 clove garlic, minced, ½ teaspoon minced fresh ginger, ¾ cup cooked brown rice, 1 tablespoon reduced-sodium soy sauce, 1 tablespoon seasoned rice vinegar, 1 large egg, ⅛ teaspoon 1/8-1/4 teaspoon crushed red pepper. Prepare the dish categorized as a main course. Follow these steps:
1. Begin by preparing your workspace. Clean your vegetables and proteins. 2. Heat up your pan (or oven, depending on the dish) to a medium temperature. 3. For proteins like chicken or meat, cook them thoroughly until browned on all sides and fully cooked inside.
4. If your recipe includes vegetables, sauté them until tender but still crisp. 5. Add seasonings and any sauces to taste. 6. Once everything is cooked and well-combined, give it a final stir. 7. Serve the main course hot. This dish is suitable for Sugar-Conscious, Kidney-Friendly, Dairy-Free, Peanut-Free, Tree-Nut-Free, Fish-Free, Shellfish-Free, Pork-Free, Crustacean-Free, Celery-Free, Mustard-Free, Sesame-Free, Lupine-Free, Mollusk-Free, Alcohol-Free, Sulfite-Free, Kosher. It contains approximately 499.37 calories in total."
Hoisin Chicken With Broccoli,"¼ cup canola oil, divided, plus more for baking sheet, 3 tablespoons gluten-free hoisin sauce, 3 tablespoons gluten-free tamari, 3 tablespoons rice vinegar, 1 large head broccoli, cut into florets, 2 teaspoons finely chopped garlic, ½ teaspoon kosher salt, 1 Fresno chile, thinly sliced (optional), 4 chicken legs, thigh and drumstick together, Steamed white rice, for serving",mediterranean,2685.37,"Start by gathering the following ingredients: ¼ cup canola oil, divided, plus more for baking sheet, 3 tablespoons gluten-free hoisin sauce, 3 tablespoons gluten-free tamari, 3 tablespoons rice vinegar, 1 large head broccoli, cut into florets, 2 teaspoons finely chopped garlic, ½ teaspoon kosher salt, 1 Fresno chile, thinly sliced (optional), 4 chicken legs, thigh and drumstick together, Steamed white rice, for serving. Prepare the dish categorized as a bread. Follow these steps:
1. Begin by preparing your workspace. Clean your vegetables and proteins. 2. Heat up your pan (or oven, depending on the dish) to a medium temperature. 3. For proteins like chicken or meat, cook them thoroughly until browned on all sides and fully cooked inside.
4. If your recipe includes vegetables, sauté them until tender but still crisp. 5. Add seasonings and any sauces to taste. 6. Once everything is cooked and well-combined, give it a final stir. 7. Serve the bread hot. This dish is suitable for Dairy-Free, Egg-Free, Peanut-Free, Tree-Nut-Free, Fish-Free, Shellfish-Free, Pork-Free, Red-Meat-Free, Crustacean-Free, Celery-Free, Mustard-Free, Sesame-Free, Lupine-Free, Mollusk-Free, Alcohol-Free, Sulfite-Free, Kosher. It contains approximately 2685.37 calories in total."
"Cheesy Broccoli, Chicken and Rice Gratin with Crisp Almonds","2 tablespoons butter, 0.5 cups chopped bacon (2 ounces), 1 cup onion, small dice, 1 cup broccoli stems, peeled and cut into small dice, 1.5 cups long grain rice, 3 cups chicken stock, 2 heads broccoli, cut into florets (about 3 cups), 1 bone-in chicken breast, 2.5 cups sharp cheddar cheese, 2 cups milk, 3 tablespoons dijon mustard, 0.5 cups sliced almonds",french,4439.24,"Start by gathering the following ingredients: 2 tablespoons butter, 0.5 cups chopped bacon (2 ounces), 1 cup onion, small dice, 1 cup broccoli stems, peeled and cut into small dice, 1.5 cups long grain rice, 3 cups chicken stock, 2 heads broccoli, cut into florets (about 3 cups), 1 bone-in chicken breast, 2.5 cups sharp cheddar cheese, 2 cups milk, 3 tablespoons dijon mustard, 0.5 cups sliced almonds. Prepare the dish categorized as a main course. Follow these steps:
1. Begin by preparing your workspace. Clean your vegetables and proteins. 2. Heat up your pan (or oven, depending on the dish) to a medium temperature. 3. For proteins like chicken or meat, cook them thoroughly until browned on all sides and fully cooked inside.
4. If your recipe includes vegetables, sauté them until tender but still crisp. 5. Add seasonings and any sauces to taste. 6. Once everything is cooked and well-combined, give it a final stir. 7. Serve the main course hot. This dish is suitable for Gluten-Free, Wheat-Free, Egg-Free, Peanut-Free, Soy-Free, Fish-Free, Shellfish-Free, Crustacean-Free, Celery-Free, Sesame-Free, Lupine-Free, Mollusk-Free, Alcohol-Free, Sulfite-Free. It contains approximately 4439.24 calories in total."
Chicken & Broccoli with Crispy Noodles,"1 tablespoon dry sherry, 1 tablespoon cornstarch, 1 tablespoon grated peeled fresh ginger, 2 pounds boneless, skinless chicken breasts, cut into 1-inch chunks, 1 cup vegetable oil, 4 ounces thin rice sticks or rice noodles, 1 1/2 pounds broccoli (1-2 heads), cut into small florets, stalks reserved for another use, 1/2 cup skinless almonds or raw cashews, 3/4 cup kecap manis or 3/4 cup soy sauce mixed with 1/4 cup packed dark brown sugar, 3/4 cup Chicken Stock , plus more if needed",asian,4955.12,"Start by gathering the following ingredients: 1 tablespoon dry sherry, 1 tablespoon cornstarch, 1 tablespoon grated peeled fresh ginger, 2 pounds boneless, skinless chicken breasts, cut into 1-inch chunks, 1 cup vegetable oil, 4 ounces thin rice sticks or rice noodles, 1 1/2 pounds broccoli (1-2 heads), cut into small florets, stalks reserved for another use, 1/2 cup skinless almonds or raw cashews, 3/4 cup kecap manis or 3/4 cup soy sauce mixed with 1/4 cup packed dark brown sugar, 3/4 cup Chicken Stock , plus more if needed. Prepare the dish categorized as a main course. Follow these steps:
1. Begin by preparing your workspace. Clean your vegetables and proteins. 2. Heat up your pan (or oven, depending on the dish) to a medium temperature. 3. For proteins like chicken or meat, cook them thoroughly until browned on all sides and fully cooked inside.
4. If your recipe includes vegetables, sauté them until tender but still crisp. 5. Add seasonings and any sauces to taste. 6. Once everything is cooked and well-combined, give it a final stir. 7. Serve the main course hot. This dish is suitable for Dairy-Free, Egg-Free, Peanut-Free, Fish-Free, Shellfish-Free, Pork-Free, Red-Meat-Free, Crustacean-Free, Celery-Free, Mustard-Free, Sesame-Free, Lupine-Free, Mollusk-Free, Kosher. It contains approximately 4955.12 calories in total."
Broccoli Pesto Chicken & Rice,"1 c. jasmine rice, 2 small heads broccoli, florets removed and blanched, divided, 1 c. fresh basil, 1/2 c. plus 1 tablespoon extra-virgin olive oil, divided, 1/4 c. freshly grated Parmesan, 1/4 c. raw almonds, 1 clove garlic, 1 tsp. Kosher salt, 8 bone-in, skin-on chicken thighs, Freshly ground black pepper, Crushed red pepper flakes, for garnish",italian,5855.94,"Start by gathering the following ingredients: 1 c. jasmine rice, 2 small heads broccoli, florets removed and blanched, divided, 1 c. fresh basil, 1/2 c. plus 1 tablespoon extra-virgin olive oil, divided, 1/4 c. freshly grated Parmesan, 1/4 c. raw almonds, 1 clove garlic, 1 tsp. Kosher salt, 8 bone-in, skin-on chicken thighs, Freshly ground black pepper, Crushed red pepper flakes, for garnish. Prepare the dish categorized as a main course. Follow these steps:
1. Begin by preparing your workspace. Clean your vegetables and proteins. 2. Heat up your pan (or oven, depending on the dish) to a medium temperature. 3. For proteins like chicken or meat, cook them thoroughly until browned on all sides and fully cooked inside.
4. If your recipe includes vegetables, sauté them until tender but still crisp. 5. Add seasonings and any sauces to taste. 6. Once everything is cooked and well-combined, give it a final stir. 7. Serve the main course hot. This dish is suitable for Gluten-Free, Wheat-Free, Egg-Free, Peanut-Free, Soy-Free, Fish-Free, Shellfish-Free, Pork-Free, Red-Meat-Free, Crustacean-Free, Celery-Free, Mustard-Free, Sesame-Free, Lupine-Free, Mollusk-Free, Alcohol-Free, Sulfite-Free. It contains approximately 5855.94 calories in total."
Chicken Alfredo & Broccoli Rice Casserole,"6 cups fresh broccoli florets, 3 cups microwaveable cooked brown rice, 1 1/4 cups prepared Alfredo sauce, 1/2 cup half-and-half, 1 tablespoon all-purpose flour, 1 (1 1/4-pound) package diced chicken breast, 1 tablespoon salt-free onion-and-herb seasoning, 1 teaspoon garlic powder, 1/2 teaspoon ground pepper, 1/4 teaspoon salt, 1 (8-ounce) package shredded Italian cheese blend",italian,3338.9,"Start by gathering the following ingredients: 6 cups fresh broccoli florets, 3 cups microwaveable cooked brown rice, 1 1/4 cups prepared Alfredo sauce, 1/2 cup half-and-half, 1 tablespoon all-purpose flour, 1 (1 1/4-pound) package diced chicken breast, 1 tablespoon salt-free onion-and-herb seasoning, 1 teaspoon garlic powder, 1/2 teaspoon ground pepper, 1/4 teaspoon salt, 1 (8-ounce) package shredded Italian cheese blend. Prepare the dish categorized as a main course. Follow these steps:
1. Begin by preparing your workspace. Clean your vegetables and proteins. 2. Heat up your pan (or oven, depending on the dish) to a medium temperature. 3. For proteins like chicken or meat, cook them thoroughly until browned on all sides and fully cooked inside.
4. If your recipe includes vegetables, sauté them until tender but still crisp. 5. Add seasonings and any sauces to taste. 6. Once everything is cooked and well-combined, give it a final stir. 7. Serve the main course hot. This dish is suitable for Sugar-Conscious, Egg-Free, Peanut-Free, Tree-Nut-Free, Soy-Free, Fish-Free, Shellfish-Free, Pork-Free, Red-Meat-Free, Crustacean-Free, Celery-Free, Mustard-Free, Sesame-Free, Lupine-Free, Mollusk-Free, Alcohol-Free, Sulfite-Free. It contains approximately 3338.9 calories in total."
Chicken Fried Rice,"3 cups Cooked Jasmine Rice, 2 large boneless skinless chicken breasts, 3 carrots, finely chopped, 1/4 stick butter, 4 tablespoons grapseed oil, divided, 4 green onions, finely chopped, 2 large broccoli crowns, finely chopped, 1/2 cup soy sauce, salt and pepper to taste",chinese,2563.62,"Start by gathering the following ingredients: 3 cups Cooked Jasmine Rice, 2 large boneless skinless chicken breasts, 3 carrots, finely chopped, 1/4 stick butter, 4 tablespoons grapseed oil, divided, 4 green onions, finely chopped, 2 large broccoli crowns, finely chopped, 1/2 cup soy sauce, salt and pepper to taste. Prepare the dish categorized as a main course. Follow these steps:
1. Begin by preparing your workspace. Clean your vegetables and proteins. 2. Heat up your pan (or oven, depending on the dish) to a medium temperature. 3. For proteins like chicken or meat, cook them thoroughly until browned on all sides and fully cooked inside.
4. If your recipe includes vegetables, sauté them until tender but still crisp. 5. Add seasonings and any sauces to taste. 6. Once everything is cooked and well-combined, give it a final stir. 7. Serve the main course hot. This dish is suitable for Sugar-Conscious, Egg-Free, Peanut-Free, Tree-Nut-Free, Fish-Free, Shellfish-Free, Pork-Free, Red-Meat-Free, Crustacean-Free, Celery-Free, Mustard-Free, Sesame-Free, Lupine-Free, Mollusk-Free, Alcohol-Free. It contains approximately 2563.62 calories in total."
Chicken Broccoli Stir Fry,"4 servings of cooked rice (I used royal blend), 1 tablespoon canola oil, 1 cup sliced fresh mushrooms, 4-5 cups broccoli florets, 1 cup jicama, rough chopped, 1/2 cup carrots, thinly sliced, 1/2 cup celery, rough chopped, 4-5 scallions, thinly sliced, 2-3 cups shredded cooked chicken, 15 abola peppers",french,2303.47,"Start by gathering the following ingredients: 4 servings of cooked rice (I used royal blend), 1 tablespoon canola oil, 1 cup sliced fresh mushrooms, 4-5 cups broccoli florets, 1 cup jicama, rough chopped, 1/2 cup carrots, thinly sliced, 1/2 cup celery, rough chopped, 4-5 scallions, thinly sliced, 2-3 cups shredded cooked chicken, 15 abola peppers. Prepare the dish categorized as a main course. Follow these steps:
1. Begin by preparing your workspace. Clean your vegetables and proteins. 2. Heat up your pan (or oven, depending on the dish) to a medium temperature. 3. For proteins like chicken or meat, cook them thoroughly until browned on all sides and fully cooked inside.
4. If your recipe includes vegetables, sauté them until tender but still crisp. 5. Add seasonings and any sauces to taste. 6. Once everything is cooked and well-combined, give it a final stir. 7. Serve the main course hot. This dish is suitable for Mediterranean, Dairy-Free, Gluten-Free, Wheat-Free, Egg-Free, Peanut-Free, Tree-Nut-Free, Soy-Free, Fish-Free, Shellfish-Free, Pork-Free, Red-Meat-Free, Crustacean-Free, Mustard-Free, Sesame-Free, Lupine-Free, Mollusk-Free, Alcohol-Free, Sulfite-Free, Kosher. It contains approximately 2303.47 calories in total."
"Chicken, Broccoli and Cheddar Risotto","1 head of broccoli, cut into bite sized florets, olive oil, as needed, salt, as needed for seasoning, 3 cups chicken stock, 1 pound boneless, skinless chicken breasts, diced small, freshly cracked black pepper, as needed for seasoning, 1/2 stick butter, 1 1/4 cups arborio rice, 3/4 cup beer, 1 cup extra sharp shredded cheddar cheese",italian,3146.32,"Start by gathering the following ingredients: 1 head of broccoli, cut into bite sized florets, olive oil, as needed, salt, as needed for seasoning, 3 cups chicken stock, 1 pound boneless, skinless chicken breasts, diced small, freshly cracked black pepper, as needed for seasoning, 1/2 stick butter, 1 1/4 cups arborio rice, 3/4 cup beer, 1 cup extra sharp shredded cheddar cheese. Prepare the dish categorized as a starter. Follow these steps:
1. Begin by preparing your workspace. Clean your vegetables and proteins. 2. Heat up your pan (or oven, depending on the dish) to a medium temperature. 3. For proteins like chicken or meat, cook them thoroughly until browned on all sides and fully cooked inside.
4. If your recipe includes vegetables, sauté them until tender but still crisp. 5. Add seasonings and any sauces to taste. 6. Once everything is cooked and well-combined, give it a final stir. 7. Serve the starter hot. This dish is suitable for Sugar-Conscious, Egg-Free, Peanut-Free, Tree-Nut-Free, Soy-Free, Fish-Free, Shellfish-Free, Pork-Free, Red-Meat-Free, Crustacean-Free, Celery-Free, Mustard-Free, Sesame-Free, Lupine-Free, Mollusk-Free. It contains approximately 3146.32 calories in total."
Asian Sesame Chicken & Broccoli,"1 pound chicken breast, cut into 1 inch pieces, 3 1/2 cups fresh, pre-cut broccoli, can also buy frozen and thaw in advance, 1 1/2 tablespoons extra virgin olive oil or coconut oil, 3 tablespoons white rice vinegar, 1 1/2 tablespoons sesame seeds, 1 tablespoon garlic powder (I really like garlic), 1/2 teaspoon red pepper chili flakes, 1/2 teaspoon ginger, 1/4 teaspoon paprika, salt/pepper to taste","chinese, asian",951.89,"Start by gathering the following ingredients: 1 pound chicken breast, cut into 1 inch pieces, 3 1/2 cups fresh, pre-cut broccoli, can also buy frozen and thaw in advance, 1 1/2 tablespoons extra virgin olive oil or coconut oil, 3 tablespoons white rice vinegar, 1 1/2 tablespoons sesame seeds, 1 tablespoon garlic powder (I really like garlic), 1/2 teaspoon red pepper chili flakes, 1/2 teaspoon ginger, 1/4 teaspoon paprika, salt/pepper to taste. Prepare the dish categorized as a main course. Follow these steps:
1. Begin by preparing your workspace. Clean your vegetables and proteins. 2. Heat up your pan (or oven, depending on the dish) to a medium temperature. 3. For proteins like chicken or meat, cook them thoroughly until browned on all sides and fully cooked inside.
4. If your recipe includes vegetables, sauté them until tender but still crisp. 5. Add seasonings and any sauces to taste. 6. Once everything is cooked and well-combined, give it a final stir. 7. Serve the main course hot. This dish is suitable for Sugar-Conscious, Keto-Friendly, Dairy-Free, Gluten-Free, Wheat-Free, Egg-Free, Peanut-Free, Tree-Nut-Free, Soy-Free, Fish-Free, Shellfish-Free, Pork-Free, Red-Meat-Free, Crustacean-Free, Celery-Free, Mustard-Free, Lupine-Free, Mollusk-Free, Alcohol-Free, Sulfite-Free, Kosher. It contains approximately 951.89 calories in total."
Dilled Broccoli and Leek Soup,"5 cups steamed fresh broccoli florets ( save the stalks), 3 medium leeks, 2 tablespoons olive oil, 2 minced garlic cloves, 2 teaspoons salt, 1 teaspoon ground white pepper, 1 cup minced fresh dill, 3 cups cooked rice, 3 cups broccoli-leek broth (instructions follow), 3 cups chicken broth or vegetable broth, 1 cup sour cream",american,1858.18,"Start by gathering the following ingredients: 5 cups steamed fresh broccoli florets ( save the stalks), 3 medium leeks, 2 tablespoons olive oil, 2 minced garlic cloves, 2 teaspoons salt, 1 teaspoon ground white pepper, 1 cup minced fresh dill, 3 cups cooked rice, 3 cups broccoli-leek broth (instructions follow), 3 cups chicken broth or vegetable broth, 1 cup sour cream. Prepare the dish categorized as a soup. Follow these steps:
1. Begin by preparing your workspace. Clean your vegetables and proteins. 2. Heat up your pan (or oven, depending on the dish) to a medium temperature. 3. For proteins like chicken or meat, cook them thoroughly until browned on all sides and fully cooked inside.
4. If your recipe includes vegetables, sauté them until tender but still crisp. 5. Add seasonings and any sauces to taste. 6. Once everything is cooked and well-combined, give it a final stir. 7. Serve the soup hot. This dish is suitable for Sugar-Conscious, Low Potassium, Kidney-Friendly. It contains approximately 1858.18 calories in total."
VELVEETA® One Pot Cheesy Chicken and Broccoli Rice [Ad],"1 pound boneless skinless chicken breasts, cut into bite-size pieces, 1 can (14-1/2 oz.) chicken broth, 2 cups instant white rice, uncooked, 2 VELVEETA Mini Blocks (4 oz. each), cut into 1/2-inch cubes, 1 pkg. (10 oz.) frozen chopped broccoli, thawed",american,2155.26,"Start by gathering the following ingredients: 1 pound boneless skinless chicken breasts, cut into bite-size pieces, 1 can (14-1/2 oz.) chicken broth, 2 cups instant white rice, uncooked, 2 VELVEETA Mini Blocks (4 oz. each), cut into 1/2-inch cubes, 1 pkg. (10 oz.) frozen chopped broccoli, thawed. Prepare the dish categorized as a main course. Follow these steps:
1. Begin by preparing your workspace. Clean your vegetables and proteins. 2. Heat up your pan (or oven, depending on the dish) to a medium temperature. 3. For proteins like chicken or meat, cook them thoroughly until browned on all sides and fully cooked inside.
4. If your recipe includes vegetables, sauté them until tender but still crisp. 5. Add seasonings and any sauces to taste. 6. Once everything is cooked and well-combined, give it a final stir. 7. Serve the main course hot. This dish is suitable for Sugar-Conscious, Gluten-Free, Wheat-Free, Egg-Free, Peanut-Free, Tree-Nut-Free, Soy-Free, Fish-Free, Shellfish-Free, Pork-Free, Red-Meat-Free, Crustacean-Free, Celery-Free, Mustard-Free, Sesame-Free, Lupine-Free, Mollusk-Free, Alcohol-Free, No oil added, Sulfite-Free. It contains approximately 2155.26 calories in total."
Orange Pan-Glazed Chicken with Broccoli and Rice,"1 cup orange juice, plus the zest of one orange, divided, 1 tablespoon grated ginger, 4 teaspoons tamari, 1 1/2 tablespoons mirin, 4 teaspoons maple syrup, 1/2 teaspoon ground coriander, 2 garlic cloves, crushed, 2 tablespoons olive oil, 1 pound boneless, skinless chicken thighs, 4 cups broccoli, broken into small florets, 1 lime, Cilantro, for scattering, 2 tablespoons unsalted butter, 1 cup basmati or jasmine rice, 2 cups water, 1/4 teaspoon salt",italian,2027.47,"Start by gathering the following ingredients: 1 cup orange juice, plus the zest of one orange, divided, 1 tablespoon grated ginger, 4 teaspoons tamari, 1 1/2 tablespoons mirin, 4 teaspoons maple syrup, 1/2 teaspoon ground coriander, 2 garlic cloves, crushed, 2 tablespoons olive oil, 1 pound boneless, skinless chicken thighs, 4 cups broccoli, broken into small florets, 1 lime, Cilantro, for scattering, 2 tablespoons unsalted butter, 1 cup basmati or jasmine rice, 2 cups water, 1/4 teaspoon salt. Prepare the dish categorized as a main course. Follow these steps:
1. Begin by preparing your workspace. Clean your vegetables and proteins. 2. Heat up your pan (or oven, depending on the dish) to a medium temperature. 3. For proteins like chicken or meat, cook them thoroughly until browned on all sides and fully cooked inside.
4. If your recipe includes vegetables, sauté them until tender but still crisp. 5. Add seasonings and any sauces to taste. 6. Once everything is cooked and well-combined, give it a final stir. 7. Serve the main course hot. This dish is suitable for Gluten-Free, Wheat-Free, Egg-Free, Peanut-Free, Tree-Nut-Free, Fish-Free, Shellfish-Free, Pork-Free, Red-Meat-Free, Crustacean-Free, Celery-Free, Mustard-Free, Sesame-Free, Lupine-Free, Mollusk-Free. It contains approximately 2027.47 calories in total."
Chicken & Vegetable Rice Noodle Soup recipes,"2 teaspoons Canola Oil, 1 Tablespoon Minced Ginger, 2 cloves Garlic, Minced, 2 Boneless, Skinless Chicken Breasts, Chopped, 7 cups Chicken Broth, 3 Tablespoons Soy Sauce, 1 Tablespoon Chili Garlic Sauce, 8 ounces, weight Rice Noodles, 3 cups Broccoli Florets, 2 Green Onions, Thinly Sliced",asian,2283.07,"Start by gathering the following ingredients: 2 teaspoons Canola Oil, 1 Tablespoon Minced Ginger, 2 cloves Garlic, Minced, 2 Boneless, Skinless Chicken Breasts, Chopped, 7 cups Chicken Broth, 3 Tablespoons Soy Sauce, 1 Tablespoon Chili Garlic Sauce, 8 ounces, weight Rice Noodles, 3 cups Broccoli Florets, 2 Green Onions, Thinly Sliced. Prepare the dish categorized as a soup. Follow these steps:
1. Begin by preparing your workspace. Clean your vegetables and proteins. 2. Heat up your pan (or oven, depending on the dish) to a medium temperature. 3. For proteins like chicken or meat, cook them thoroughly until browned on all sides and fully cooked inside.
4. If your recipe includes vegetables, sauté them until tender but still crisp. 5. Add seasonings and any sauces to taste. 6. Once everything is cooked and well-combined, give it a final stir. 7. Serve the soup hot. This dish is suitable for Mediterranean, Dairy-Free, Egg-Free, Peanut-Free, Tree-Nut-Free, Fish-Free, Shellfish-Free, Pork-Free, Red-Meat-Free, Crustacean-Free, Celery-Free, Mustard-Free, Sesame-Free, Lupine-Free, Mollusk-Free, Alcohol-Free, Kosher. It contains approximately 2283.07 calories in total."
Chicken and Rice with Broccoli Pesto,"1 c. jasmine rice, 2 small heads broccoli, florets removed and blanched, 1 c. fresh basil leaves, 1/2 c. plus 1 tablespoon extra-virgin olive oil, 1/4 c. shredded Parmesan, 1/4 c. almonds, 1 clove garlic, 1 tsp. kosher salt, 8 bone-in skin-on chicken thighs, Freshly ground black pepper, Crushed red pepper flakes, for garnish",italian,5855.94,"Start by gathering the following ingredients: 1 c. jasmine rice, 2 small heads broccoli, florets removed and blanched, 1 c. fresh basil leaves, 1/2 c. plus 1 tablespoon extra-virgin olive oil, 1/4 c. shredded Parmesan, 1/4 c. almonds, 1 clove garlic, 1 tsp. kosher salt, 8 bone-in skin-on chicken thighs, Freshly ground black pepper, Crushed red pepper flakes, for garnish. Prepare the dish categorized as a main course. Follow these steps:
1. Begin by preparing your workspace. Clean your vegetables and proteins. 2. Heat up your pan (or oven, depending on the dish) to a medium temperature. 3. For proteins like chicken or meat, cook them thoroughly until browned on all sides and fully cooked inside.
4. If your recipe includes vegetables, sauté them until tender but still crisp. 5. Add seasonings and any sauces to taste. 6. Once everything is cooked and well-combined, give it a final stir. 7. Serve the main course hot. This dish is suitable for Gluten-Free, Wheat-Free, Egg-Free, Peanut-Free, Soy-Free, Fish-Free, Shellfish-Free, Pork-Free, Red-Meat-Free, Crustacean-Free, Celery-Free, Mustard-Free, Sesame-Free, Lupine-Free, Mollusk-Free, Alcohol-Free, Sulfite-Free. It contains approximately 5855.94 calories in total."
Broccoli and Chicken Stir-Fried Rice,"1 ½ tablespoons canola oil, 8 cups broccoli florets (about 2 bunches), 2 cups vertically sliced onion (about 1), ½ cup fat-free, less-sodium chicken broth, divided, 2 cups cooked long-grain rice, 1 tablespoon minced garlic, 2 teaspoons minced peeled fresh ginger, ½ teaspoon crushed red pepper, 2 Hoisin and Lime-Marinated Grilled Chicken breast halves, thinly sliced, 2 tablespoons low-sodium soy sauce, 2 tablespoons oyster sauce, 1 tablespoon rice wine vinegar, 1 teaspoon cornstarch, ¼ teaspoon salt",chinese,2105.3,"Start by gathering the following ingredients: 1 ½ tablespoons canola oil, 8 cups broccoli florets (about 2 bunches), 2 cups vertically sliced onion (about 1), ½ cup fat-free, less-sodium chicken broth, divided, 2 cups cooked long-grain rice, 1 tablespoon minced garlic, 2 teaspoons minced peeled fresh ginger, ½ teaspoon crushed red pepper, 2 Hoisin and Lime-Marinated Grilled Chicken breast halves, thinly sliced, 2 tablespoons low-sodium soy sauce, 2 tablespoons oyster sauce, 1 tablespoon rice wine vinegar, 1 teaspoon cornstarch, ¼ teaspoon salt. Prepare the dish categorized as a main course. Follow these steps:
1. Begin by preparing your workspace. Clean your vegetables and proteins. 2. Heat up your pan (or oven, depending on the dish) to a medium temperature. 3. For proteins like chicken or meat, cook them thoroughly until browned on all sides and fully cooked inside.
4. If your recipe includes vegetables, sauté them until tender but still crisp. 5. Add seasonings and any sauces to taste. 6. Once everything is cooked and well-combined, give it a final stir. 7. Serve the main course hot. This dish is suitable for Dairy-Free, Egg-Free, Peanut-Free, Tree-Nut-Free, Fish-Free, Pork-Free, Red-Meat-Free, Crustacean-Free, Celery-Free, Mustard-Free, Sesame-Free, Lupine-Free, Alcohol-Free. It contains approximately 2105.3 calories in total."
"Cook the Book: Broccoli, Rice and Cheddar Casserole","2 heads broccoli, 4 cups My Cream of Mushroom Soup (recipe follows), 12 ounces sharp Cheddar cheese, grated (white Colby Cheddar works well, too), 1/2 medium white onion, very thinly sliced, 2 cups cooked rice, 1 bunch scallions (white and green parts), finely chopped, Pinch of salt and pepper, 1/4 cup grated Parmesan cheese, 1 tablespoon butter, melted, 1/2 cup panko (Japanese bread crumbs), 1/2 pound shiitake or cremini mushrooms, stemmed, 6 tablespoons (3/4 a stick) butter, 1 medium onion, finely chopped, 2 teaspoons salt, 1 teaspoon ground black pepper, 1 tablespoon chopped fresh thyme, or 1/4 teaspoon dried thyme, 2 1/2 cups chicken broth, 1/2 cup all-purpose flour, 1/8 teaspoon nutmeg, 2 1/2 cups heavy cream",american,5787.21,"Start by gathering the following ingredients: 2 heads broccoli, 4 cups My Cream of Mushroom Soup (recipe follows), 12 ounces sharp Cheddar cheese, grated (white Colby Cheddar works well, too), 1/2 medium white onion, very thinly sliced, 2 cups cooked rice, 1 bunch scallions (white and green parts), finely chopped, Pinch of salt and pepper, 1/4 cup grated Parmesan cheese, 1 tablespoon butter, melted, 1/2 cup panko (Japanese bread crumbs), 1/2 pound shiitake or cremini mushrooms, stemmed, 6 tablespoons (3/4 a stick) butter, 1 medium onion, finely chopped, 2 teaspoons salt, 1 teaspoon ground black pepper, 1 tablespoon chopped fresh thyme, or 1/4 teaspoon dried thyme, 2 1/2 cups chicken broth, 1/2 cup all-purpose flour, 1/8 teaspoon nutmeg, 2 1/2 cups heavy cream. Prepare the dish categorized as a main course. Follow these steps:
1. Begin by preparing your workspace. Clean your vegetables and proteins. 2. Heat up your pan (or oven, depending on the dish) to a medium temperature. 3. For proteins like chicken or meat, cook them thoroughly until browned on all sides and fully cooked inside.
4. If your recipe includes vegetables, sauté them until tender but still crisp. 5. Add seasonings and any sauces to taste. 6. Once everything is cooked and well-combined, give it a final stir. 7. Serve the main course hot. This dish is suitable for Egg-Free, Peanut-Free, Tree-Nut-Free, Soy-Free, Fish-Free, Shellfish-Free, Pork-Free, Red-Meat-Free, Crustacean-Free, Celery-Free, Mustard-Free, Sesame-Free, Lupine-Free, Mollusk-Free, Alcohol-Free, Sulfite-Free. It contains approximately 5787.21 calories in total."
